"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"366239801","Standard ","6","Direct Billed to Insured","Pre-paid","N","43441","31","1992","NSSN PICKUP      ","Standard","-1","11","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","0","1","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","434","0.5","Standard","Y","N","20-50","2006","Y","N","132.5","0","0.0","0.0","0.0","0.0"
"366259102","Standard ","6","Direct Billed to Insured","Installment","N","43750","20","2005","MAZD MAZDA6 I-I  ","Standard","-1","16","1","Work    ","2","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","437","1.0","Hybrid","N","Y","100-200","2006","Y","N","603.14","0","0.0","0.0","0.0","0.0"
"366268503","Standard ","6","Direct Billed to Insured","Installment","N","43065","27","2005","FORD F-150 REGU  ","Standard","-1","11","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","1.0","Hybrid","Y","Y","40-100 ","2006","Y","N","440.96","0","0.0","0.0","0.0","0.0"
"366274302","Standard ","6","Direct Billed to Insured","Pre-paid","N","43397","17","2005","FORD ESCAPE XLT  ","Standard","-1","8","1","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","5000","50-100 ","35000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","57","57","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","433","1.0","Non-standard","Y","Y","40-100 ","2006","Y","N","384.78","0","0.0","0.0","0.0","0.0"
"366285202","Standard ","6","Direct Billed to Insured","Installment","Y","42524","35","1989","SUBA GL          ","Standard","-1","8","2","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","100-300","50000","N","-1","N","-1","1","0","1","1","0","0","0","1","1","20","20","0","1","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","Y","N","Y","425","0.9","Non-standard","N","N","100-200","2006","Y","N","235.32","0","0.0","0.0","0.0","0.0"
"366288101","Standard ","6","Direct Billed to Insured","Pre-paid","N","43050","35","1992","NSSN PICKUP      ","Standard","-1","14","1","Farm    ","-1","5","Unknown","Not Applicable","N","9","5000","250-500","250000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","0.5","Hybrid","N","N","100-400","2006","Y","N","144.16","0","0.0","0.0","0.0","0.0"
"366299701","Standard ","6","Direct Billed to Insured","Installment","N","42973","30","1995","CHEV CAPR-IMPAL  ","Intermediate","-1","8","1","Work    ","12","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","22","22","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","N","N","Y","429","0.5","Hybrid","N","Y","40-100 ","2006","Y","N","642.36","0","0.0","0.0","0.0","0.0"
"366309202","Standard ","6","Direct Billed to Insured","Pre-paid","N","42819","31","1995","PONT SUNFIRE SE  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","428","1.0","Preferred","N","N","20-50","2006","Y","N","120.84","0","0.0","0.0","0.0","0.0"
"366319202","Standard ","6","Direct Billed to Insured","Installment","N","43368","31","1992","CHEV S10 BLAZER  ","Standard","-1","16","1","Farm    ","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","57","62","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","Y","Y","433","1.0","Hybrid","N","N","20-50","2006","Y","N","98.58","0","0.0","0.0","0.0","0.0"
"366321901","Standard ","6","Direct Billed to Insured","Installment","N","43433","26","1994","HOND PASPTLX-EX  ","Standard","-1","14","99","Work    ","10","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","32","35","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","434","0.5","Hybrid","N","N","20-50","2006","Y","N","130.38","0","0.0","0.0","0.0","0.0"
"366329403","Standard ","6","Direct Billed to Insured","Installment","Y","42812","31","1995","HOND ACCORD LX   ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","35000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","18","18","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","Y","Y","428","1.3","Standard","N","N","40-100 ","2006","Y","N","404.92","0","0.0","0.0","0.0","0.0"
"366347002","Standard ","6","Direct Billed to Insured","Installment","N","44059","31","1997","CHEV GEOPRZ-LSI  ","Standard","-1","12","1","Work    ","2","5","Unknown","Not Applicable","Y","9","5000","50-100 ","50000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","440","1.0","Standard","N","Y","40-100 ","2006","N","N","185.54","0","0.0","0.0","0.0","0.0"
"366374102","Standard ","6","Direct Billed to Insured","Pre-paid","N","42397","37","2006","FORD MUSTANG GT  ","Sports Premium","-1","20","1","Pleasure","-1","5","Unknown","Not Applicable","Y","1","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","60","60","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","423","1.0","Hybrid","Y","Y","40-100 ","2006","Y","N","674.16","0","0.0","0.0","0.0","0.0"
"366382401","Standard ","6","Direct Billed to Insured","Pre-paid","N","43005","30","1991","HOND ACCORD LX   ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","18","18","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","N","Y","430","0.5","Preferred","Y","N","20-50","2006","N","N","294.68","1","1952.08","2.0","1952.08","6.62"
"366465001","Standard ","6","Direct Billed to Insured","Installment","N","43028","30","1999","DAEW LEG CDX-SX  ","Standard","-1","12","99","Work    ","7","5","Unknown","Alarm Only","Y","8","5000","100-300","100000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","27","27","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","430","0.5","Preferred","Y","N","100-200","2006","Y","N","197.16","0","0.0","0.0","0.0","0.0"
"366471302","Standard ","6","Direct Billed to Insured","Pre-paid","N","42641","30","1997","CHEV CAMARO-RS   ","Standard","-1","19","99","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","-1","50-100 ","50000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","426","1.0","Hybrid","Y","Y","40-100 ","2006","Y","N","468.52","0","0.0","0.0","0.0","0.0"
"366475401","Standard ","6","Direct Billed to Insured","Pre-paid","N","43424","31","2006","CHEV SILVERADO   ","Standard","-1","16","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","1000","100-300","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","43","57","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","0.5","Standard","Y","Y","100-200","2006","Y","N","521.52","0","0.0","0.0","0.0","0.0"
"366487502","Standard ","6","Direct Billed to Insured","Installment","N","42586","31","2004","NSSN XTERRA XE-  ","Standard","-1","11","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","26","26","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","425","1.0","Non-standard","Y","Y","40-100 ","2006","Y","N","376.3","1","3217.17","2.0","3217.17","8.55"
"366511201","Standard ","6","Direct Billed to Insured","Pre-paid","N","42876","35","2005","HOND PILOT EX    ","Standard","-1","11","99","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","100-300","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","35","35","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","0.5","Preferred","Y","Y","100-200","2006","Y","N","537.42","0","0.0","0.0","0.0","0.0"
"366534601","Standard ","6","Direct Billed to Insured","Installment","N","42779","31","1991","ACUR LEGEND L    ","Standard","-1","16","1","Work    ","20","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","427","0.5","Preferred","Y","Y","40-100 ","2006","Y","N","435.66","1","1980.12","2.0","1980.12","4.55"
"366561301","Standard ","6","Direct Billed to Insured","Installment","N","42922","35","2000","MERC COUGAR      ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","5000","50-100 ","50000","N","-1","Y","500","2","0","2","1","1","1","0","0","2","16","64","1","0","0","0","0","1","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","N","Y","429","0.5","Hybrid","N","Y","40-100 ","2006","Y","N","770.62","0","0.0","0.0","0.0","0.0"
"366563401","Standard ","6","Direct Billed to Insured","Pre-paid","N","43661","31","2005","HOND ACCORD EX   ","High","-1","18","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","100-300","50000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","53","53","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","436","0.5","Preferred","N","Y","100-200","2006","Y","N","554.38","0","0.0","0.0","0.0","0.0"
"366573301","Standard ","6","Direct Billed to Insured","Pre-paid","N","42459","35","1997","DODG RAM PU1500  ","Standard","-1","14","99","Work    ","12","5","Unknown","Not Applicable","Y","9","-1","50-100 ","50000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","Y","Y","424","0.5","Preferred","N","N","40-100 ","2006","Y","N","168.54","0","0.0","0.0","0.0","0.0"
"366576701","Standard ","6","Direct Billed to Insured","Installment","N","43381","31","2000","VLKS NWJTGLSTDI  ","Standard","-1","15","99","Pleasure","-1","5","Unknown","Active Disabling","Y","7","-1","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","433","0.5","Hybrid","Y","Y","100-200","2006","Y","N","439.9","0","0.0","0.0","0.0","0.0"
"366579301","Standard ","12","Premium Finance","Pre-paid","N","42802","31","1999","PONT GR AM GT-I  ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","-1","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","19","19","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","N","N","Y","428","1.0","Non-standard","N","Y","20-50","2006","Y","N","170.47","0","0.0","0.0","0.0","0.0"
"366591802","Standard ","6","Direct Billed to Insured","Pre-paid","N","42868","35","1994","FORD F250        ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","50-100 ","50000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","55","63","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","1.0","Preferred","Y","N","40-100 ","2006","Y","N","313.76","0","0.0","0.0","0.0","0.0"
"366636801","Preferred","6","Direct Billed to Insured","Pre-paid","N","42532","32","2005","NSSN FRONTIER S  ","Standard","-1","14","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","-1","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","35","35","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","425","0.5","Preferred","Y","Y","40-100 ","2006","N","N","805.6","0","0.0","0.0","0.0","0.0"
"366749601","Standard ","6","Direct Billed to Insured","Pre-paid","N","44095","31","1996","ISZU HMBRE S-XS  ","Standard","-1","5","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","54","54","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","440","0.5","Preferred","N","N","20-50","2006","Y","N","116.6","0","0.0","0.0","0.0","0.0"
"366794903","Standard ","6","Direct Billed to Insured","Installment","Y","42855","35","1996","HYUN ACCENT GT   ","Standard","10000","12","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","66","66","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","1.3","Preferred","Y","N","20-50","2006","N","N","32.3","0","0.0","0.0","0.0","0.0"
"366891501","Standard ","6","Direct Billed to Insured","Installment","N","44138","31","1997","FORD RANGER      ","Standard","-1","7","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","39","48","0","0","0","1","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","441","0.5","Preferred","Y","Y","20-50","2006","Y","N","310.58","0","0.0","0.0","0.0","0.0"
"366904102","Standard ","6","Direct Billed to Insured","Pre-paid","N","42903","30","2004","FORD MUSTANG     ","Standard","-1","18","99","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","50000","500-500","500000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","43","49","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","1.0","Hybrid","Y","Y","300-300","2006","Y","N","511.98","0","0.0","0.0","0.0","0.0"
"366911901","Standard ","6","Direct Billed to Insured","Installment","N","42524","35","2002","CHEV CAVALIER    ","Standard","-1","14","1","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","5000","50-100 ","50000","N","-1","Y","1000","1","0","1","0","0","1","0","0","1","53","53","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","425","0.5","Non-standard","N","Y","40-100 ","2006","Y","N","409.16","0","0.0","0.0","0.0","0.0"
"366913002","Standard ","6","Direct Billed to Insured","Installment","N","43884","31","1995","CHEV LUMINA      ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","438","1.0","Non-standard","N","Y","40-100 ","2006","Y","N","236.38","0","0.0","0.0","0.0","0.0"
"366929002","Standard ","12","Premium Finance","Pre-paid","Y","43025","35","2000","CHEV MALIBU      ","Standard","-1","8","1","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","10000","100-300","100000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","1.2","Hybrid","N","Y","100-200","2006","Y","N","782.05","0","0.0","0.0","0.0","0.0"
"366948102","Standard ","6","Direct Billed to Insured","Installment","N","43346","31","1997","MERC COUGAR XR7  ","Standard","-1","10","1","Work    ","20","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","35","35","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","433","1.0","Hybrid","N","Y","20-50","2006","Y","N","328.6","0","0.0","0.0","0.0","0.0"
"366956601","Standard ","6","Direct Billed to Insured","Installment","N","43098","35","2000","PONT MONTANA     ","Standard","-1","8","99","Work    ","3","5","Unknown","Alarm Only","Y","7","-1","25-50  ","35000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","32","32","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","430","0.5","Hybrid","N","N","20-50","2006","Y","N","136.74","0","0.0","0.0","0.0","0.0"
"366965001","Standard ","6","Direct Billed to Insured","Installment","N","43562","31","1995","HOND CIVIC EX    ","Standard","-1","16","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","25-50  ","25000","N","-1","Y","250","1","0","1","1","0","1","0","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","435","0.5","Standard","N","Y","20-50","2006","N","N","161.92","0","0.0","0.0","0.0","0.0"
"367016402","Preferred","6","Direct Billed to Insured","Pre-paid","N","42524","35","1984","FORD RANGER      ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","25-50  ","35000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","425","1.0","Non-standard","Y","N","20-50","2006","N","N","1.24","0","0.0","0.0","0.0","0.0"
"367037401","Standard ","6","Direct Billed to Insured","Pre-paid","N","42466","35","1988","CHEV S10 PICKUP  ","Standard","-1","8","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","424","0.5","Preferred","N","N","20-50","2006","Y","N","115.54","0","0.0","0.0","0.0","0.0"
"367055602","Standard ","6","Direct Billed to Insured","Pre-paid","N","43046","35","2001","SATN SC2         ","Standard","-1","13","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","5000","250-500","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","430","1.0","Standard","N","N","100-400","2006","N","N","140.17","0","0.0","0.0","0.0","0.0"
"367063601","Standard ","6","Direct Billed to Insured","Installment","N","43433","26","2005","TYTA AVALON XL-  ","High","-1","17","99","Work    ","20","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","100-300","100000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","26","26","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","434","0.5","Hybrid","Y","Y","100-200","2006","Y","N","728.22","0","0.0","0.0","0.0","0.0"
"367087302","Standard ","6","Direct Billed to Insured","Pre-paid","N","42455","35","2005","HOND CR-V EX     ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","5000","100-300","50000","N","-1","Y","250","1","0","1","0","1","1","0","0","1","74","74","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","424","1.0","Standard","Y","Y","100-200","2006","Y","N","500.32","0","0.0","0.0","0.0","0.0"
"367114801","Standard ","6","Direct Billed to Insured","Pre-paid","N","44156","31","2005","TYTA PRIUS       ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","-1","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","441","0.5","Non-standard","Y","Y","100-200","2006","Y","N","453.68","0","0.0","0.0","0.0","0.0"
"367119301","Standard ","6","Direct Billed to Insured","Installment","N","42489","32","2002","OLDS ALERO GL    ","Standard","-1","16","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","5000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","29","29","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","0.5","Preferred","N","Y","20-50","2006","Y","N","471.7","0","0.0","0.0","0.0","0.0"
"367162703","Standard ","6","Direct Billed to Insured","Installment","Y","43432","31","1998","FORD EXPLORER    ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","Y","1000","1","0","1","0","0","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","1.0","Non-standard","N","Y","20-50","2006","Y","N","239.56","0","0.0","0.0","0.0","0.0"
"367164903","Standard ","6","Direct Billed to Insured","Installment","Y","42746","31","2004","CHEV TAHOE LS-L  ","Standard","-1","13","99","Work    ","3","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","25","25","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","427","1.3","Standard","Y","Y","40-100 ","2006","Y","N","411.28","0","0.0","0.0","0.0","0.0"
"367182302","Standard ","6","Direct Billed to Insured","Pre-paid","N","42479","32","2000","MITS GLNTES-GTZ  ","Standard","-1","15","1","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","-1","100-300","50000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","N","424","1.0","Preferred","N","N","100-200","2006","Y","N","182.32","0","0.0","0.0","0.0","0.0"
"367195101","Standard ","6","Direct Billed to Insured","Pre-paid","N","42459","35","1993","JEEP GR CHEROKE  ","Standard","-1","14","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","50-100 ","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","424","0.5","Preferred","Y","N","40-100 ","2006","Y","N","152.64","0","0.0","0.0","0.0","0.0"
"367202402","Standard ","6","Direct Billed to Insured","Installment","N","42903","30","1985","CHEV C10         ","Standard","-1","7","99","Work    ","12","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","0","1","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","429","1.0","Hybrid","N","N","20-50","2006","Y","N","130.38","0","0.0","0.0","0.0","0.0"
"367217002","Standard ","6","Direct Billed to Insured","Installment","N","42980","30","1993","SATN SL1         ","Standard","-1","4","1","Work    ","5","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","429","1.0","Non-standard","N","N","20-50","2006","N","N","0.88","0","0.0","0.0","0.0","0.0"
"367220301","Standard ","6","Direct Billed to Insured","Pre-paid","N","43857","31","1997","DODG RAM PU1500  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","5000","50-100 ","50000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","438","0.5","Standard","N","Y","40-100 ","2006","Y","N","361.46","0","0.0","0.0","0.0","0.0"
"367233001","Standard ","6","Direct Billed to Insured","Pre-paid","N","42891","35","2003","HOND ODYSSEY EX  ","Standard","-1","10","99","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","428","0.5","Preferred","N","Y","100-200","2006","Y","N","485.48","0","0.0","0.0","0.0","0.0"
"367237802","Standard ","6","Direct Billed to Insured","Installment","N","42405","35","1997","MITS MIRAGE DE   ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","424","1.0","Preferred","N","N","20-50","2006","Y","N","132.5","0","0.0","0.0","0.0","0.0"
